user_id,country,plan,tenure_days,total_minutes_90d,avg_minutes_per_session_90d,sessions_90d,mobile_share_90d,avg_completion_90d,titles_started_90d,distinct_titles_90d,sessions_7d,sessions_14d,sessions_30d,recency_days,top_genre_90d,churn_probability,label
3595,US,premium,369,1313.0,59.68181818181818,22,0.8636363636363636,0.4406775502480177,39,38,0.0,1.0,1.0,11,Sci-Fi,0.9576914786974811,1
2869,US,basic,304,1385.0,60.21739130434783,23,0.6956521739130435,0.4224375796145832,43,43,0.0,0.0,0.0,58,Action,0.9575014698217834,1
2978,CA,premium,279,1403.0,53.96153846153846,26,0.8076923076923077,0.4823715682987188,45,45,0.0,0.0,0.0,55,Sci-Fi,0.9568497195645376,1
2429,CA,standard,153,6493.0,61.838095238095235,105,0.7523809523809524,0.5325126047193044,148,135,0.0,0.0,0.0,56,Action,0.9568064117165852,1
4658,IN,standard,441,756.0,54.0,14,0.7857142857142857,0.4249392710952173,21,21,0.0,0.0,1.0,19,Comedy,0.9562948931594386,1
4129,US,basic,294,9732.0,61.59493670886076,158,0.7468354430379747,0.543220588384292,265,225,0.0,3.0,22.0,11,Documentary,0.9562658608066571,1
2478,CA,standard,175,545.0,54.5,10,0.8,0.5378114686879807,22,21,0.0,0.0,0.0,46,Sci-Fi,0.9558372693606471,1
4827,CA,standard,431,1358.0,54.32,25,0.68,0.5068413643323715,36,35,0.0,1.0,1.0,11,Kids,0.9557863399732056,1
3648,CA,premium,397,488.0,69.71428571428571,7,0.8571428571428571,0.35767682733183226,11,11,0.0,0.0,0.0,42,Romance,0.9557776541534337,1
4507,IN,standard,292,2485.0,65.39473684210526,38,0.7368421052631579,0.5601407770664285,50,50,0.0,1.0,10.0,13,Documentary,0.9555946005726937,1
3065,IN,standard,223,761.0,54.357142857142854,14,0.7142857142857143,0.5226393769012182,20,20,0.0,0.0,0.0,48,Kids,0.955586979216326,1
39,US,premium,429,2291.0,61.91891891891892,37,0.7837837837837838,0.5490265236425439,48,45,0.0,1.0,4.0,11,Drama,0.9549050745270395,1
1874,CA,standard,207,621.0,69.0,9,0.8888888888888888,0.3466583871551757,13,13,0.0,0.0,0.0,38,Documentary,0.954425653941181,1
4806,UK,standard,416,1879.0,60.61290322580645,31,0.8064516129032258,0.539349303786174,44,42,0.0,0.0,0.0,58,Sci-Fi,0.9543494050304834,1
4649,IN,basic,443,6681.0,63.028301886792455,106,0.6886792452830188,0.5110769658503483,151,136,0.0,0.0,2.0,28,Romance,0.9540406063912682,1
87,US,standard,204,1448.0,68.95238095238095,21,0.9047619047619048,0.5531715910298122,27,27,0.0,0.0,0.0,60,Kids,0.9539165201211856,1
3655,CA,basic,332,1792.0,54.303030303030305,33,0.696969696969697,0.4741681204486012,46,46,0.0,0.0,0.0,53,Documentary,0.9539094844853426,1
275,AU,standard,241,355.0,71.0,5,0.6,0.5490410052910052,8,8,0.0,0.0,2.0,26,Drama,0.9537758974674074,1
3564,CA,basic,448,3159.0,68.67391304347827,46,0.782608695652174,0.4280768921972416,68,67,0.0,0.0,0.0,58,Sci-Fi,0.9532505224560746,1
55,CA,basic,168,1772.0,55.375,32,0.75,0.4906503678553819,52,51,0.0,0.0,0.0,59,Crime,0.953081221926246,1
4439,AU,standard,446,2422.0,71.23529411764706,34,0.7647058823529411,0.5061549484485017,52,51,0.0,0.0,0.0,43,Documentary,0.9529596862192133,1
4776,US,basic,237,2160.0,65.45454545454545,33,0.9393939393939394,0.5332737488595533,55,54,0.0,0.0,0.0,41,Documentary,0.9525720007630921,1
1395,UK,basic,211,403.0,57.57142857142857,7,1.0,0.41307603009590266,15,15,0.0,0.0,0.0,66,Sci-Fi,0.9519264941473475,1
865,US,standard,125,1625.0,60.18518518518518,27,0.6666666666666666,0.5464527149383086,31,31,0.0,0.0,0.0,56,Documentary,0.9510987956442339,1
382,CA,standard,327,3259.0,57.175438596491226,57,0.6842105263157895,0.5431048961630016,90,85,0.0,0.0,0.0,66,Kids,0.9506681543961909,1
1625,US,basic,256,218.0,54.5,4,0.75,0.5475632151687655,4,4,0.0,0.0,0.0,69,Sci-Fi,0.9504748822920249,1
800,UK,basic,305,2117.0,60.48571428571429,35,0.6857142857142857,0.5137553618922011,62,60,0.0,0.0,0.0,66,Comedy,0.9498500693942837,1
1852,CA,basic,124,1242.0,62.1,20,0.65,0.6491299507251066,31,31,0.0,0.0,1.0,24,Documentary,0.9493987282689694,1
3623,US,premium,346,2164.0,65.57575757575758,33,0.7272727272727273,0.5609315155298112,51,50,0.0,0.0,0.0,55,Drama,0.9493828997965157,1
3936,US,basic,343,3756.0,62.6,60,0.8,0.5799104079284144,111,104,0.0,0.0,0.0,63,Action,0.9492320665843038,1
1958,IN,standard,143,10522.0,59.44632768361582,177,0.7344632768361582,0.5071578777894143,271,226,0.0,0.0,1.0,23,Crime,0.9488914446933139,1
1975,CA,basic,373,5999.0,66.65555555555555,90,0.8111111111111111,0.5615217434279318,129,119,0.0,1.0,1.0,8,Documentary,0.9485272185778867,1
107,UK,standard,161,792.0,56.57142857142857,14,0.5714285714285714,0.4584024274847775,25,25,0.0,0.0,0.0,59,Romance,0.9483649525358672,1
4758,AU,basic,419,1004.0,66.93333333333334,15,0.8,0.42282261115512876,31,31,0.0,0.0,0.0,57,Documentary,0.947814760541091,1
3068,US,premium,420,864.0,54.0,16,0.875,0.4720568230950182,23,22,0.0,0.0,0.0,65,Sci-Fi,0.9478086124870495,1
4141,CA,basic,257,324.0,54.0,6,0.6666666666666666,0.3546448884166383,7,7,0.0,0.0,0.0,53,Comedy,0.9474896737066096,1
4604,CA,premium,328,1133.0,70.8125,16,0.75,0.5466656066124999,33,32,0.0,0.0,1.0,21,Documentary,0.9473744968340173,1
722,AU,premium,107,569.0,51.72727272727273,11,1.0,0.5494266638880125,16,16,0.0,1.0,1.0,11,Documentary,0.9469367806298159,1
696,CA,standard,145,1763.0,70.52,25,0.72,0.5376192848998592,36,36,0.0,0.0,3.0,25,Kids,0.9469051499001276,1
4265,US,basic,174,478.0,68.28571428571429,7,0.7142857142857143,0.4239135208611555,11,11,0.0,0.0,0.0,32,Romance,0.9466949615093101,1
3165,US,basic,435,1730.0,61.785714285714285,28,0.8214285714285714,0.5595709933483859,40,40,0.0,0.0,3.0,15,Documentary,0.9464292197863,1
1697,CA,basic,273,355.0,71.0,5,0.6,0.31052631578947365,2,2,0.0,0.0,1.0,27,Action,0.9458724632031662,1
580,IN,standard,212,2011.0,60.93939393939394,33,0.6363636363636364,0.5694340841698788,45,44,0.0,0.0,0.0,55,Sci-Fi,0.945805426047811,1
4483,AU,basic,163,687.0,57.25,12,0.75,0.5345071533018968,19,19,0.0,0.0,0.0,54,Documentary,0.9457691730728071,1
3048,AU,standard,170,756.0,44.470588235294116,17,0.7647058823529411,0.428385005016878,32,32,0.0,0.0,0.0,60,Kids,0.9455099557086015,1
4234,CA,premium,402,4446.0,66.35820895522389,67,0.8208955223880597,0.5797106363671749,95,87,0.0,0.0,1.0,25,Documentary,0.9452850669298762,1
441,IN,premium,231,2108.0,68.0,31,0.9032258064516129,0.5172792459097747,48,47,0.0,0.0,0.0,61,Kids,0.9446110986337459,1
2104,CA,standard,392,1929.0,56.73529411764706,34,0.6764705882352942,0.5876856616585702,55,54,0.0,0.0,0.0,68,Sci-Fi,0.9444766958058769,1
4432,US,basic,206,800.0,66.66666666666667,12,0.5,0.3688138233675934,20,20,0.0,0.0,0.0,76,Crime,0.9444553514873486,1
2057,CA,standard,162,441.0,63.0,7,1.0,0.4148337216250477,11,11,0.0,0.0,0.0,66,Comedy,0.9441362350235928,1
2958,CA,basic,364,5388.0,59.86666666666667,90,0.8,0.5411359889441991,131,121,0.0,0.0,0.0,53,Drama,0.9440451892400965,1
4656,US,standard,154,406.0,50.75,8,0.875,0.6846200824687562,13,13,0.0,0.0,0.0,57,Sci-Fi,0.9437689112426428,1
4608,CA,standard,190,497.0,62.125,8,0.625,0.711717063713856,5,5,0.0,0.0,0.0,46,Action,0.9437144924803729,1
930,US,standard,396,855.0,61.07142857142857,14,0.7857142857142857,0.42553748342252135,18,18,0.0,1.0,1.0,11,Documentary,0.9437061317386046,1
77,IN,basic,346,4639.0,59.47435897435897,78,0.7051282051282052,0.5419789175202037,114,110,0.0,0.0,0.0,53,Documentary,0.9427727990241639,0
4662,AU,standard,173,2276.0,59.89473684210526,38,0.7368421052631579,0.5618931371954443,51,49,0.0,1.0,6.0,12,Sci-Fi,0.9425111760213596,1
4629,CA,basic,425,4824.0,61.84615384615385,78,0.6923076923076923,0.5132972991839967,110,99,0.0,1.0,1.0,12,Drama,0.9424911000639357,1
1665,CA,basic,140,549.0,49.90909090909091,11,0.6363636363636364,0.5442532903548019,20,19,0.0,0.0,0.0,55,Kids,0.9423192516608693,1
238,CA,standard,115,487.0,60.875,8,0.5,0.45388500961510203,13,13,0.0,0.0,0.0,60,Action,0.9421319994279104,1
2677,CA,standard,97,522.0,58.0,9,0.6666666666666666,0.643568691698137,17,17,0.0,0.0,0.0,59,Sci-Fi,0.9416808487123115,1
1263,CA,premium,325,464.0,46.4,10,0.9,0.33982184793069437,18,18,0.0,1.0,2.0,11,Sci-Fi,0.9416229632126366,1
3932,CA,standard,438,1834.0,70.53846153846153,26,0.7307692307692307,0.4276270490366812,44,44,0.0,0.0,0.0,59,Romance,0.9415959131190405,1
1554,US,standard,209,570.0,81.42857142857143,7,1.0,0.6329008876399482,8,7,0.0,0.0,0.0,34,Documentary,0.9415572868968588,1
4462,UK,standard,425,1545.0,61.8,25,0.72,0.5839858609378769,36,35,0.0,0.0,1.0,22,Kids,0.941107986045197,1
3719,CA,basic,163,749.0,53.5,14,0.5714285714285714,0.49608240145172355,21,20,0.0,0.0,0.0,68,Romance,0.9408247109528111,1
4616,CA,basic,449,2160.0,58.37837837837838,37,0.7027027027027027,0.5634450011565946,49,48,0.0,0.0,1.0,28,Kids,0.9402600948808849,1
3513,US,basic,401,4466.0,55.135802469135804,81,0.7037037037037037,0.4842123062689026,145,132,0.0,0.0,0.0,53,Documentary,0.9400261164802824,1
4592,US,basic,411,1251.0,65.84210526315789,19,0.8421052631578947,0.40410363065496624,20,19,0.0,0.0,0.0,62,Romance,0.9397288940567489,1
4152,UK,basic,233,1057.0,50.333333333333336,21,0.8095238095238095,0.533863781067455,31,31,0.0,3.0,6.0,9,Sci-Fi,0.9396985048209476,1
4829,US,basic,450,1427.0,52.851851851851855,27,0.8888888888888888,0.46403993805203453,37,35,0.0,0.0,0.0,60,Crime,0.9392316731227418,1
303,US,premium,252,868.0,66.76923076923077,13,0.8461538461538461,0.5080132249128744,19,19,0.0,0.0,0.0,64,Kids,0.9392315579847156,1
1771,IN,basic,111,1648.0,61.03703703703704,27,0.7777777777777778,0.5501746708758725,43,41,0.0,2.0,2.0,10,Documentary,0.9391081671705823,1
3308,CA,basic,228,1227.0,55.77272727272727,22,0.5909090909090909,0.4849773964243204,26,26,0.0,0.0,0.0,45,Romance,0.9387039917390025,1
4598,CA,standard,123,8143.0,63.12403100775194,129,0.6666666666666666,0.5398066427609359,187,161,0.0,0.0,0.0,34,Romance,0.9380756118111653,1
4113,CA,basic,450,2649.0,61.604651162790695,43,0.7906976744186046,0.5769969087159679,65,62,0.0,1.0,1.0,13,Documentary,0.937968877128267,1
760,US,standard,181,3118.0,58.83018867924528,53,0.6792452830188679,0.5569283196328724,87,84,0.0,1.0,1.0,11,Comedy,0.9377205131571769,1
3422,US,basic,162,1072.0,51.04761904761905,21,0.9047619047619048,0.4777332664169926,29,29,0.0,0.0,0.0,57,Comedy,0.9376875067602976,1
2587,US,basic,186,6530.0,59.908256880733944,109,0.8073394495412844,0.5701834620790102,151,144,0.0,0.0,2.0,22,Romance,0.9376570954947676,1
2808,US,basic,335,2544.0,60.57142857142857,42,0.6666666666666666,0.5803646383343404,59,58,0.0,0.0,0.0,63,Documentary,0.937442331216921,1
3652,US,standard,336,2008.0,55.77777777777778,36,0.5833333333333334,0.45127909900257307,49,49,0.0,0.0,0.0,61,Documentary,0.9369880303894133,1
3878,CA,standard,341,10407.0,61.94642857142857,168,0.7083333333333334,0.5191529194780755,245,215,0.0,1.0,12.0,14,Documentary,0.936668666570204,1
3479,US,basic,98,1064.0,48.36363636363637,22,0.8181818181818182,0.47818833637382446,35,35,0.0,0.0,0.0,51,Documentary,0.9361999303779298,1
2289,IN,standard,397,1655.0,59.107142857142854,28,0.8571428571428571,0.4688073669342228,46,45,0.0,0.0,0.0,55,Documentary,0.9359735546126867,1
4633,AU,basic,193,865.0,66.53846153846153,13,0.7692307692307693,0.5509553960319108,21,21,0.0,0.0,0.0,35,Comedy,0.9359430412350729,1
2691,US,standard,422,2238.0,57.38461538461539,39,0.8461538461538461,0.46476037141297927,56,53,0.0,0.0,0.0,55,Kids,0.9358759458889514,1
215,IN,premium,101,659.0,65.9,10,0.7,0.44761807530966197,15,15,0.0,1.0,1.0,11,Documentary,0.9358695912469046,1
1322,US,standard,436,2587.0,69.91891891891892,37,0.8378378378378378,0.5420369441453168,48,47,0.0,0.0,1.0,29,Kids,0.9358186604236342,1
550,CA,basic,357,735.0,61.25,12,0.5,0.5342857111528186,15,15,0.0,0.0,2.0,26,Action,0.9355923437233695,1
204,CA,premium,243,592.0,74.0,8,0.875,0.520392539949178,16,16,0.0,0.0,0.0,68,Sci-Fi,0.9355404176660611,1
2523,UK,basic,317,166.0,55.333333333333336,3,0.6666666666666666,0.5088178294573643,3,3,0.0,0.0,0.0,53,Kids,0.9354531990101648,0
3291,CA,basic,144,1345.0,70.78947368421052,19,0.6842105263157895,0.5533417516688561,22,22,0.0,0.0,0.0,51,Drama,0.9353913446521029,1
4615,IN,premium,169,10785.0,62.70348837209303,172,0.7732558139534884,0.5598840963608316,251,213,0.0,1.0,11.0,9,Drama,0.9349918904013744,1
521,CA,basic,339,1750.0,67.3076923076923,26,0.8461538461538461,0.5493898198759904,36,35,0.0,0.0,5.0,18,Comedy,0.9349784866228452,1
1372,CA,standard,258,654.0,54.5,12,0.75,0.4906056449533608,22,22,0.0,0.0,0.0,49,Drama,0.9349438580437156,0
3144,IN,basic,111,1667.0,61.74074074074074,27,0.7407407407407407,0.48674347960279396,40,39,0.0,0.0,0.0,41,Crime,0.9349079787111393,1
7,US,premium,189,1403.0,51.96296296296296,27,0.6296296296296297,0.48435376587866313,43,42,0.0,0.0,0.0,54,Documentary,0.9348546608819635,1
192,US,basic,231,875.0,54.6875,16,0.6875,0.4536389202329364,17,17,0.0,1.0,1.0,11,Kids,0.9347571615966384,1
36,UK,standard,422,3021.0,60.42,50,0.62,0.5220426768666071,76,72,0.0,0.0,0.0,44,Drama,0.9347076631682354,1
4104,AU,standard,394,1545.0,67.17391304347827,23,0.782608695652174,0.6155026071494587,28,27,0.0,1.0,1.0,11,Documentary,0.9346126478837146,1
2787,CA,basic,390,4413.0,62.15492957746479,71,0.7183098591549296,0.4720518308459655,95,90,0.0,0.0,0.0,57,Romance,0.9343718069117791,1
2286,CA,basic,155,2574.0,64.35,40,0.775,0.5597983167750278,51,50,0.0,0.0,0.0,36,Documentary,0.934223895034273,1
3243,CA,basic,312,1751.0,67.34615384615384,26,0.8461538461538461,0.5344033533187942,43,42,0.0,0.0,0.0,63,Documentary,0.9340900532539143,1
4925,CA,basic,451,4388.0,59.2972972972973,74,0.7027027027027027,0.5706646840921832,112,103,0.0,0.0,0.0,44,Drama,0.933940916801478,1
797,US,basic,416,442.0,55.25,8,0.625,0.6265562464848885,11,11,0.0,0.0,1.0,27,Documentary,0.9339406654472422,1
3274,AU,standard,91,8107.0,64.856,125,0.768,0.5512222285600376,167,146,0.0,1.0,1.0,11,Documentary,0.9337405228856899,1
1651,CA,basic,451,877.0,54.8125,16,0.6875,0.5998276956368557,34,33,0.0,0.0,1.0,27,Documentary,0.9337118226923063,1
1750,CA,standard,221,1363.0,61.95454545454545,22,0.45454545454545453,0.47954155822215544,30,29,0.0,0.0,0.0,65,Comedy,0.9337015141038514,1
4840,AU,basic,165,1534.0,76.7,20,0.85,0.49787347746279165,34,34,0.0,0.0,0.0,59,Comedy,0.9335309475800889,1
4914,UK,basic,185,816.0,68.0,12,0.6666666666666666,0.4117587290143144,17,17,0.0,0.0,1.0,15,Kids,0.9334679235574066,1
3087,UK,standard,144,841.0,64.6923076923077,13,0.8461538461538461,0.48954754550313,20,18,0.0,0.0,0.0,64,Romance,0.9332859111730467,0
4799,US,basic,238,778.0,64.83333333333333,12,0.8333333333333334,0.5344475378089935,21,20,0.0,0.0,0.0,48,Documentary,0.9326214517454705,1
86,CA,standard,425,1063.0,66.4375,16,0.875,0.5057082738800432,17,17,0.0,0.0,0.0,57,Kids,0.9325738192483163,0
595,CA,standard,427,1583.0,63.32,25,0.72,0.42356120183928914,38,37,0.0,0.0,0.0,59,Documentary,0.9324473560611093,1
4869,US,basic,236,1530.0,63.75,24,0.8333333333333334,0.4054513601950486,44,42,0.0,0.0,0.0,69,Sci-Fi,0.9317870064919834,1
3034,US,basic,213,664.0,51.07692307692308,13,0.9230769230769231,0.5495724011943554,21,21,0.0,1.0,1.0,11,Crime,0.9315737792118991,0
2596,IN,standard,172,1361.0,54.44,25,0.84,0.5001705034965256,34,33,0.0,0.0,0.0,56,Action,0.9314451990877474,1
219,IN,basic,90,838.0,55.86666666666667,15,0.6666666666666666,0.4721764955195154,22,21,0.0,0.0,0.0,48,Crime,0.9314411878239806,1
410,IN,basic,278,2607.0,65.175,40,0.725,0.5763648452462321,56,51,0.0,2.0,9.0,10,Crime,0.9313760283250071,1
4372,CA,standard,145,878.0,67.53846153846153,13,0.5384615384615384,0.5155797929647093,18,18,0.0,0.0,0.0,59,Crime,0.9312532383583948,1
4425,CA,basic,449,1527.0,61.08,25,0.76,0.4601497009792197,41,40,0.0,0.0,0.0,48,Documentary,0.9311911245920136,1
3007,UK,standard,426,6314.0,61.90196078431372,102,0.8137254901960784,0.5318031048754386,153,136,0.0,0.0,1.0,28,Sci-Fi,0.9309295192416654,1
1196,US,standard,243,555.0,61.666666666666664,9,1.0,0.5345664441195697,17,17,0.0,0.0,0.0,72,Romance,0.9305882273415507,1
2139,UK,basic,151,1051.0,55.31578947368421,19,0.7368421052631579,0.40360877996476485,34,32,0.0,0.0,0.0,50,Romance,0.930358818710768,1
1993,CA,basic,401,2054.0,55.513513513513516,37,0.8378378378378378,0.5522928866756059,61,59,0.0,0.0,1.0,29,Crime,0.9302464972063199,1
3706,US,standard,187,1471.0,54.48148148148148,27,0.8518518518518519,0.5346081493907575,38,38,0.0,0.0,3.0,20,Romance,0.9301668127075261,1
3954,CA,standard,184,1191.0,59.55,20,0.75,0.4100702970659672,26,26,0.0,0.0,0.0,55,Documentary,0.9299035948579406,1
1174,IN,standard,110,1295.0,53.958333333333336,24,0.7916666666666666,0.4707402747829601,31,31,0.0,0.0,0.0,39,Sci-Fi,0.9298934244065004,1
1955,CA,standard,388,5898.0,60.8041237113402,97,0.7835051546391752,0.5142448435731576,161,144,0.0,0.0,0.0,58,Documentary,0.9297424770047122,1
981,US,standard,268,3855.0,62.17741935483871,62,0.6612903225806451,0.5372490059941196,91,89,0.0,0.0,1.0,15,Comedy,0.9296555377904969,1
2007,US,basic,201,483.0,60.375,8,1.0,0.5398843349820918,14,14,0.0,0.0,1.0,19,Sci-Fi,0.9294775207665688,1
4468,UK,standard,162,697.0,69.7,10,0.8,0.5073764049558978,20,20,0.0,0.0,0.0,35,Comedy,0.9293740178085833,1
4889,US,standard,168,726.0,60.5,12,0.6666666666666666,0.4660456677403492,19,19,0.0,0.0,0.0,67,Action,0.9293469983427507,1
1618,CA,standard,435,789.0,60.69230769230769,13,0.6153846153846154,0.6045619588398387,20,20,0.0,0.0,1.0,21,Sci-Fi,0.9293206118141575,1
2915,CA,basic,114,1440.0,51.42857142857143,28,0.8571428571428571,0.4848306026362735,39,38,0.0,1.0,1.0,13,Sci-Fi,0.9291949110546076,1
88,CA,basic,108,1047.0,61.588235294117645,17,0.8823529411764706,0.47371171555537167,32,30,0.0,0.0,0.0,65,Documentary,0.9286002695917969,1
1214,US,standard,319,1362.0,54.48,25,0.88,0.4874718684628797,39,37,0.0,0.0,0.0,47,Crime,0.928266091262533,1
19,US,basic,117,1573.0,74.9047619047619,21,0.8571428571428571,0.5683959809807864,38,37,0.0,0.0,1.0,23,Kids,0.9280966349402405,1
555,CA,standard,338,504.0,63.0,8,0.5,0.5648152014475445,15,15,0.0,1.0,1.0,14,Documentary,0.9280766109998432,1
2770,UK,basic,329,1361.0,61.86363636363637,22,0.9090909090909091,0.4559894688852786,37,35,0.0,0.0,0.0,68,Drama,0.9276527928458751,1
20,US,standard,255,4843.0,62.08974358974359,78,0.7692307692307693,0.48808808913669627,123,113,0.0,0.0,0.0,50,Action,0.9275648082035045,1
2100,IN,premium,115,11783.0,61.05181347150259,193,0.7409326424870466,0.4932279405186404,290,236,0.0,0.0,1.0,25,Comedy,0.9273338239920538,1
4794,US,basic,328,3756.0,65.89473684210526,57,0.7894736842105263,0.5796202456596886,82,77,0.0,0.0,1.0,27,Documentary,0.9272916663277871,1
432,UK,standard,114,2256.0,60.972972972972975,37,0.7297297297297297,0.46372236983638426,59,59,0.0,0.0,0.0,54,Action,0.927199667013991,1
3698,IN,standard,409,1415.0,54.42307692307692,26,0.6923076923076923,0.4836695900543717,42,42,0.0,0.0,0.0,43,Romance,0.9270943921387124,1
2694,AU,basic,391,3870.0,56.911764705882355,68,0.7647058823529411,0.5166036660402852,111,102,0.0,0.0,0.0,55,Drama,0.9270753104647689,1
2874,US,basic,209,536.0,76.57142857142857,7,1.0,0.5220298869306529,15,15,0.0,0.0,0.0,59,Romance,0.9269521299128909,1
3310,CA,basic,210,743.0,61.916666666666664,12,0.5833333333333334,0.46459738425299774,16,15,0.0,0.0,0.0,55,Kids,0.9268864340176339,1
2213,US,basic,241,708.0,54.46153846153846,13,0.5384615384615384,0.5680272175947746,21,20,0.0,0.0,0.0,54,Comedy,0.9268612795937771,1
3705,US,basic,309,8248.0,62.015037593984964,133,0.8421052631578947,0.5321540010858348,187,158,0.0,0.0,4.0,20,Romance,0.9266395018961106,1
